"id","name","domain","n","m","avg_degree","max_degree","max_in_degree","max_out_degree","h_index_d","h_index_u","fill","reciprocity","pseudo_diameter","fill_overall","parallel_edges","m_unique","max_pagerank","max_in_degree_centrality","max_out_degree_centrality","max_degree_centrality","powerlaw_exponent_degree","powerlaw_exponent_degree_dmin","powerlaw_exponent_in_degree","powerlaw_exponent_in_degree_dmin","stddev_in_degree","stddev_out_degree","coefficient_variation_in_degree","coefficient_variation_out_degree","var_in_degree","var_out_degree","centralization_degree"
733,"rkb-explorer-os","Publications",57299,148931,"5,1984",10439,10439,252,15,74,"4,18E-05","0,444151989847648",7,"4,54E-05",11858,137073,"0,00345437991434","0,182187859960208","0,004398059269084","0,182187859960208","3,2307",67,"11,39",10,"43,8275","6,4281","1686,2","247,31","1920,849","41,32","0,1821"
1107,"rkb-explorer-irit","Publications",38834,178323,"9,1839",26192,26192,4269,99,146,"5,86E-05",0,10,"0,000118245088126",89968,88355,"0,012443214902379","0,674477892514099","0,109932274096773","0,674477892514099","2,0791",18,"2,0578",16,"157,751","56,3756","3435,4","1227,71","24885,3919","3178,2035","0,1258"
1135,"rkb-explorer-webconf","Publications",57191,204740,"7,1599",11512,11512,623,88,144,"4,46E-05","0,357218911790564",11,"6,26E-05",58874,145866,"0,004338483270553","0,201293932505683","0,010893512851897","0,201293932505683","2,9801",22,"2,486",16,"54,445","10,1616","1520,84","283,849","2964,2628","103,2585","0,1273"
334,"rkb-explorer-era","Publications",109255,233722,"4,2785",28499,28499,28499,132,159,"1,14E-05",0,8,"1,96E-05",97180,136542,"0,002221706672464","0,260850861295696","0,260850861295696","0,260850861295696","7,3864",6,"16,1561",2,"102,5442","94,7561","4793,5","4429,44","10515,3087","8978,7232","0,0978"
1028,"rkb-explorer-unlocode","Publications",145738,242968,"3,3343",48177,48177,45,101,103,"1,14E-05","3,70E-05",7,"1,14E-05",617,242351,"0,008530691068203","0,330574939788798","0,000308775396776","0,330574939788798","2,4249",14,"2,4326",14,"126,6795","2,3565","7598,54","141,349","16047,6927","5,5532","0,3293"
820,"rkb-explorer-risks","Publications",89905,302977,"6,7399",26541,26541,2847,159,189,"2,66E-05",0,8,"3,75E-05",88278,214699,"0,004434274555173","0,295214895888948","0,031667111585691","0,295214895888948","2,3588",21,"2,4283",3,"146,7665","13,7604","4355,13","408,324","21540,4177","189,3484","0,2237"
482,"ispra-lod-place","Publications",170520,309290,"3,6276",24276,24276,9265,134,189,"7,04E-06",0,4,"1,06E-05",104547,204743,"0,000341134906127","0,142365366909259","0,054334121124332","0,142365366909259","2,1453",478,"6,9353",2,"91,0929","38,2132","5022,2","2106,8","8297,9233","1460,2503","0,0482"
213,"data-szepmuveszeti-hu","Publications",117504,334701,"5,6968",17154,17147,67,70,71,"2,42E-05","5,98E-06",2,"2,42E-05",1,334700,"0,006326772073121","0,145928189067513","0,000570198207705","0,145987762014587","4,307",5,"2,0803",6,"100,7994","3,6938","3538,78","129,68","10160,5205","13,6445","0,1459"
224,"rkb-explorer-dblp","Publications",160720,388940,"4,84",69705,47719,46470,113,167,"1,10E-05","5,14E-06",7,"1,51E-05",105255,283685,"0,018042753847177","0,296909512876511","0,289138185279898","0,433707277919848","2,3486",75,"2,3758",32,"170,8183","116,1669","7058,65","4800,32","29178,9057","13494,7535","0,2546"
1119,"vivo-indiana-university","Publications",337070,1508033,"8,9479",113016,113014,4916,212,240,"1,21E-05","0,210907188370546",18,"1,33E-05",134796,1373237,"0,017354308994454","0,335284466978571","0,014584550937642","0,3352904004818","2,4223",35,"2,3757",12,"270,6234","28,8713","6048,87","645,32","73237,0197","833,5502","0,3344"
791,"stitch-rameau","Publications",981124,1703766,"3,4731",157293,157280,235,150,151,"1,74E-06","0,035464964085444",5,"1,77E-06",28694,1675072,"0,002227323205384","0,160306098216024","0,000239521446343","0,160319348338587","4,2572",19,"2,5092",8,"251,4088","4,3903","14477,5","252,82","63206,3616","19,2751","0,158"
212,"data-hnm-hu","Publications",1200670,2269696,"3,7807",70367,70367,213,167,169,"1,57E-06",0,32,"1,57E-06",869,2268827,"0,004677606170487","0,058606493546515","0,000177401098887","0,058606493546515","7,1214",11,"2,4354",7,"185,8982","2,9704","9834,02","157,135","34558,1321","8,8233","0,0586"
194,"core","Publications",1561235,3306719,"4,236",766417,766417,2405,12,639,"1,35E-06",0,2,"1,36E-06",9151,3297568,"0,031644693088283","0,490904630567871","0,001540448132695","0,490904630567871","24,9179",4,"45,4239",2,"617,2679","22,8859","29143,7","1080,54","381019,623","523,765","0,4909"
509,"lcsh","Publications",2538313,7494823,"5,9054",673256,673256,1066,218,271,"1,16E-06","0,255449928570695",2,"1,16E-06",14468,7480355,"0,009220091181619","0,265237685516989","0,000419964133645","0,265237685516989","2,806",40,"2,4573",25,"769,0271","4,2864","26045,1","145,171","591402,6888","18,3736","0,2652"
829,"radatana","Publications",6243048,9378346,"3,0044",1441181,1441181,109,408,408,"2,02E-07",0,4,"2,41E-07",1488383,7889963,"0,00462402518136","0,23084577130366","1,75E-05","0,23084577130366","3,8279",241,"20,387",2,"577,6235","2,8219","38451,7","187,848","333648,8691","7,9629","0,2307"
170,"rkb-explorer-citeseer","Publications",1375532,9507056,"13,8231",1123657,1123657,416020,258,407,"2,36E-06","0,055880811052338",6,"5,02E-06",5039620,4467436,"0,022807002689777","0,816889622989231","0,30244320193438","0,816889622989231","2,9434",62,"2,8368",49,"1503,1981","721,1273","21749,1","10433,7","2259604,5076","520024,524","0,2918"
57,"rkb-explorer-acm","Publications",2785328,13546524,"9,7271",1480689,1480689,175820,810,855,"1,06E-06","0,051842819604498",6,"1,75E-06",5287134,8259390,"0,024844570964018","0,531603291103702","0,063123647600443","0,531603291103702","2,8178",23,"2,4025",12,"1255,6319","283,2647","25817,3","5824,26","1576611,586","80238,8645","0,3353"
610,"rkb-explorer-nsf","Publications",2765297,15336321,"11,092",636838,636838,43240,1122,1760,"9,33E-07",0,9,"2,01E-06",8200944,7135377,"0,003737304271386","0,23029650352078","0,015636662404314","0,23029650352078","2,2366",2605,"2,0789",6,"803,6124","143,4168",14490,"2585,95","645792,9572","20568,3694","0,1362"
450,"twc-ieeevis","Publications",2634934,31892842,"24,2077",2046207,1822497,1442406,767,981,"1,70E-06","0,102485535782606",8,"4,59E-06",20104090,11788752,"0,041348319477345","0,691667302356455","0,547416575677636","0,776568891884537","1,8003",963,"1,6356",779,"2096,9573","940,1914","17324,7","7767,71","4397230,0364","883959,865","0,6878"
426,"hebis-bibliographic-resources","Publications",16011252,41285409,"5,157",2491960,2491960,36,1046,1046,"1,39E-07",0,5,"1,61E-07",5710421,35574988,"0,001248984569196","0,155638057263608","2,25E-06","0,155638057263608","1,9614",83,"1,9614",83,"1340,9869","6,0648",52006,"235,205","1798245,7386","36,7821","0,1556"
221,"datos-bne-es","Publications",21005885,57915480,"5,5142",2390185,2390170,74001,1492,1523,"1,31E-07","0,156602000017957",5,"1,31E-07",101731,57813749,"0,014802350189437","0,113785737367682","0,003522870068215","0,113786451453317","1,937",119,"1,9313",76,"1029,1889","36,4002","37328,6","1320,23","1059229,8859","1324,9776","0,1138"
255,"deutsche-nationalbibliografie-dnb","Publications",92499102,226448726,"4,8962",10264011,10264011,754,2603,2604,"2,57E-08","0,009560605785877",10,"2,65E-08",6236567,220212159,"0,000824387722654","0,110963359524975","8,15E-06","0,110963359524975","2,0306",77,"2,0176",60,"1573,0802","6,4662","64256,7","264,129","2474581,2372","41,8117","0,111"
67,"b3kat","Publications",79679822,255640129,"6,4167",19929118,19929118,36858,2488,2512,"3,75E-08","0,015619809048054",6,"4,03E-08",17286323,238353806,"0,008382824865818","0,250114994610743","0,000462576340376","0,250114994610743","2,1252",87,"2,111",56,"2818,7335","12,2417","87856,4","381,557","7945258,6484","149,8584","0,2501"
544,"lobid-resources","Publications",218757266,720668819,"6,5888",26911667,19319705,20161919,5309,5749,"1,31E-08","0,058864543437393",2,"1,51E-08",95219332,625449487,"0,000675131679609","0,0883157183374","0,092165711616481","0,12302067773612","2,0601",205,"1,9992",60,"2116,5319","1368,2596","64246,8","41533,2","4479707,3995","1872134,3982","0,123"
1121,"vivo-scripps-research-institute","Social_networking",91088,405769,"8,9094",39164,39164,564,123,135,"4,05E-05","0,062128945286604",26,"4,89E-05",69797,335972,"0,003713224466969","0,429962563263693","0,006191882485975","0,429962563263693","1,718",172,"2,4681",5,"218,3994","10,148","4902,68","227,805","47698,2964","102,9817","0,2689"
1124,"vivo-wustl","Social_networking",288275,1182691,"8,2053",131581,131579,2302,180,230,"1,41E-05","0,227519275956273",2,"1,42E-05",6862,1175829,"0,019768413384388","0,456437278422612","0,007985458279276","0,456444216266469","2,3798",79,"2,1077",35,"317,6626","9,459","7742,87","230,559","100909,5387","89,473","0,4564"
1123,"vivo-weill-cornell-medical-college","Social_networking",331647,1600499,"9,6518",101347,101347,2506,246,264,"1,43E-05","0,2531760407223",20,"1,46E-05",23069,1577430,"0,004583018422289","0,305587885878316","0,007556249736164","0,305587885878316","1,8209",293,"2,1781",13,"328,4602","9,9539","6806,18","206,259","107886,0826","99,0793","0,3056"
498,"klappstuhlclub","User_generated",2657,5713,"4,3003",813,813,182,18,26,"0,000701734604652","0,000525118151584",5,"0,00080924703197",759,4954,"0,006596543213653","0,306099397590361","0,068524096385542","0,306099397590361","3,9561",14,"1,9493",3,"21,2027","6,4525","986,092","300,095","449,5525","41,6353","0,1244"
483,"ispra-lod-ron","User_generated",46727,113049,"4,8387",5358,5358,24,61,68,"5,18E-05",0,5,"5,18E-05",15,113034,"0,002090990525515","0,114668492916149","0,000513632667038","0,114668492916149","1,6807",41,"1,6667",43,"53,0473","4,8646","2192,63","201,071","2814,0213","23,6644","0,1146"
597,"my-experiment","User_generated",860179,2917160,"6,7827",109359,109359,391,401,416,"3,87E-06","0,026294409631285",24,"3,94E-06",50838,2866322,"0,005434505489587","0,127135313853644","0,000454557080046","0,127135313853644","2,3656",53,"1,9216",16,"219,9764","7,6707","6486,41","226,185","48389,6034","58,8399","0,1271"
1156,"yovisto","User_generated",2961628,4932352,"3,3308",505527,505527,301,252,256,"5,42E-07",0,9,"5,62E-07",179591,4752761,"0,003130004336197","0,17069232553593","0,000101633325196","0,17069232553593","3,5615",95,"3,5223",94,"294,8417","2,7916","17703,8","167,621","86931,6198","7,793","0,1707"
